sl no,education,experience,industry,skills,jobtitle,clust
1300,1195,88,29,14,11441,3
1301,40,104,29,23,75,3
1302,507,5,29,13,3398,0
1303,260,24,57,35,4425,1
1305,1752,123,29,14,12107,4
1307,84,136,29,16,8665,2
1308,1861,102,0,14,964,4
1309,40,10,58,36,3156,3
1310,379,111,31,17,10389,1
1311,84,102,49,14,6893,1
1313,1992,104,29,14,12160,3
1315,84,85,49,14,3528,2
1316,84,93,8,10,3135,3
1317,2132,11,44,35,4057,2
1318,36,10,29,14,9875,2
1319,1984,94,57,43,2082,4
1320,396,87,29,14,7679,3
1321,84,111,29,17,10334,3
1323,40,108,29,14,3333,4
1324,40,102,29,14,5759,4
1325,84,85,49,14,1504,4
1326,7,65,50,0,2037,4
1327,35,88,29,14,14516,1
1328,763,84,32,14,13528,1
1329,1752,108,29,23,8898,4
1330,260,116,8,36,10959,1
1332,40,127,29,14,8335,3
1333,37,104,55,22,6654,3
1335,84,110,55,18,10744,1
1336,84,103,29,14,6206,2
1338,34,88,7,29,9307,3
1339,1280,111,29,16,6859,1
1340,374,102,8,29,1115,2
1341,35,135,29,14,8617,2
1342,182,24,8,36,9990,1
1345,40,104,29,14,5773,2
1346,1209,1,32,14,9468,1
1347,1327,85,32,14,7923,2
1348,403,84,32,14,12185,2
1350,1247,110,29,14,14684,4
1353,1752,119,29,11,9961,3
1354,84,111,49,17,10432,4
1356,84,24,32,14,9320,3
1358,35,87,1,29,8421,3
1359,1701,1,42,36,8081,1
1364,1827,24,29,14,2288,4
1365,680,9,29,29,11077,4
1366,84,10,49,14,6895,0
1368,35,12,54,29,9294,1
1369,37,112,29,14,378,1
1370,1777,86,13,23,12482,0
1372,84,110,49,16,7997,1
1373,316,109,29,32,3383,4
1374,2,12,7,29,4528,2
1375,84,116,49,17,10495,2
1377,172,104,43,32,8238,1
1378,35,104,29,14,8787,3
1379,263,9,30,7,4561,4
1380,663,18,7,29,8560,3
1381,1508,127,29,1,11227,3
1384,37,86,29,14,14971,2
1386,1501,111,29,6,7123,2
1387,260,86,29,14,2533,3
1388,1752,108,8,14,1639,2
1389,84,136,49,14,24,4
1390,40,103,19,12,1980,2
1391,37,42,29,14,13976,1
1392,40,120,29,14,77,2
1394,1737,109,29,21,15195,4
1395,84,118,29,16,13803,2
1396,41,111,8,0,2784,4
1397,1406,88,29,14,3676,3
1399,2,12,7,29,8142,3
1400,35,117,48,32,3970,4
1404,84,111,49,16,8721,1
1405,40,111,29,23,5763,2
1406,1458,142,29,25,9134,1
1409,278,4,7,29,2124,2
1410,37,109,49,6,2185,3
1412,84,108,49,14,2306,3
1415,905,8,29,0,347,1
1417,824,16,38,32,14563,1
1419,1472,109,29,14,566,1
1423,84,133,29,17,6748,1
1424,1288,86,29,14,6117,4
1425,84,101,32,21,12185,4
1427,84,9,51,10,149,2
1428,37,8,49,16,1949,0
1429,37,112,29,14,14983,3
1431,84,102,29,14,4363,4
1433,1318,24,57,35,11502,1
1434,37,109,29,14,11955,2
1435,35,104,29,14,8003,3
1436,169,22,30,36,5136,2
1439,37,119,55,14,5114,4
1440,1781,137,29,24,9703,1
1441,84,1,0,0,4051,1
1442,88,86,32,36,10908,3
1443,37,24,29,18,14586,3
1444,2249,5,44,33,7042,1
1446,84,104,49,14,5107,4
1447,1195,141,29,15,6203,1
1449,260,5,29,15,7164,4
1451,715,5,7,29,6049,3
1452,1862,1,29,36,13901,1
1453,7,85,54,0,2698,0
1454,35,10,16,11,9103,2
1455,260,86,29,6,5506,2
1456,1342,104,29,14,419,2
1458,35,135,29,14,6753,1
1459,1225,37,52,13,9073,2
1460,1368,1,29,36,8246,1
1461,166,108,19,32,1696,4
1462,1440,2,42,35,8558,2
1463,40,111,49,36,10803,4
1465,331,10,5,36,10253,4
1466,263,133,29,14,10389,1
1467,1222,126,29,14,13608,4
1468,260,86,8,29,2026,4
1470,84,112,50,29,4455,2
1472,1851,141,55,13,9545,4
1473,1132,85,29,33,2031,2
1474,40,104,29,23,5782,0
1475,37,103,29,21,5527,4
1476,84,111,49,14,8184,1
1477,379,119,32,14,1553,2
1478,278,4,7,29,1483,3
1480,35,88,1,36,3964,2
1482,35,87,0,0,2786,4
1483,84,104,29,14,14000,4
1484,1258,136,29,16,1459,2
1485,202,135,57,36,7217,2
1487,35,109,37,36,4458,4
1488,1040,111,44,33,11685,4
1489,84,19,29,18,3711,2
1491,82,11,31,10,3406,4
1492,37,1,29,13,8228,2
1493,84,9,49,14,3285,0
1494,84,88,29,14,3108,2
1495,1777,11,8,14,2058,2
1496,84,88,28,22,3280,1
1498,40,1,7,29,14779,2
1499,37,102,29,14,14960,1
1501,960,110,30,0,12724,4
1504,261,10,58,36,7224,4
1505,1291,88,0,24,876,3
1506,84,112,49,16,8645,4
1508,1851,19,55,27,12372,2
1509,40,120,29,14,76,1
1510,84,111,49,17,10449,0
1511,84,124,29,16,8669,2
1512,379,136,29,14,2987,2
1514,35,88,29,21,4854,1
1516,84,111,49,14,1630,3
1518,37,85,49,16,1731,1
1520,84,109,29,32,3383,3
1521,1370,112,29,25,10394,3
1522,1225,119,29,13,14525,2
1523,35,104,31,36,10095,4
1524,948,22,29,36,12628,3
1525,1196,86,32,14,12292,3
1526,221,9,0,10,1123,1
1528,269,5,14,36,11040,2
1529,1195,125,29,14,5845,1
1530,1801,103,29,17,11736,4
1532,84,101,49,14,6124,2
1534,321,37,29,0,7453,3
1539,40,142,8,10,3775,4
1540,84,120,29,17,10341,4
1541,1080,3,44,36,1650,2
1542,37,85,38,33,8152,1
1545,40,4,38,33,7086,2
1546,35,104,29,14,35,4
1547,395,86,32,14,4597,1
1548,378,104,29,28,11340,4
1549,40,110,29,23,5778,3
1550,84,116,55,18,3783,1
1551,37,9,8,36,10983,2
1552,84,103,49,17,10388,2
1553,84,102,29,14,3348,3
1554,84,108,29,14,3259,2
1555,84,118,29,16,11756,3
1556,84,112,50,36,13137,4
1557,84,112,29,17,10518,2
1558,1877,137,38,14,9524,3
1559,37,110,55,22,9659,3
1560,84,101,8,1,1301,0
1561,461,108,8,14,2028,1
1562,37,109,29,22,9651,0
1563,37,108,29,24,13851,2
1564,35,55,29,16,1595,1
1565,110,66,57,40,4723,4
1566,35,111,58,36,1275,2
1567,1586,133,13,13,11356,2
1568,278,4,7,29,2898,4
1570,1903,24,5,35,4287,4
1572,1258,110,29,14,1459,1
1573,35,56,29,14,6184,1
1576,260,8,28,13,5863,1
1577,40,88,29,14,7143,4
1580,846,117,29,0,322,2
1581,37,136,29,22,11479,1
1582,1225,11,29,13,14525,2
1583,35,120,36,31,9323,3
1584,84,86,32,21,15187,2
1585,84,112,49,17,10462,4
1587,84,119,49,22,8104,3
1589,1777,101,29,14,8977,4
1590,1475,10,32,14,14909,4
1591,263,104,19,36,14361,1
1593,2260,88,58,12,10950,3
1595,1291,110,29,18,10749,4
1597,1393,5,29,11,5020,0
1598,823,103,7,29,5408,2
1600,509,9,12,40,4217,3
1601,1777,86,8,14,12220,1
1603,741,12,8,36,8626,3
1604,1999,102,29,14,8806,3
1606,399,104,29,17,2533,4
1607,40,110,29,23,5768,1
1609,84,104,9,7,4102,2
1611,379,127,29,14,13613,2
1612,1267,64,29,14,14601,4
1615,84,104,29,17,12000,2
1616,169,9,16,36,1896,4
1618,2,12,7,29,14989,1
1619,35,135,29,14,12117,4
1621,37,102,55,21,15188,4
1623,84,101,49,17,10448,1
1624,1781,137,29,24,9704,1
1625,1309,10,34,1,6950,2
1627,1507,104,29,14,13381,4
1628,1612,104,52,6,6738,1
1629,37,12,49,14,13989,2
1631,1064,10,44,36,14730,2
1632,238,19,49,36,8030,4
1633,715,5,38,36,13813,1
1634,781,0,29,32,7726,2
1635,169,68,22,36,10022,2
1637,263,11,57,40,9629,3
1638,84,116,49,16,5925,3
1641,84,18,49,22,6660,2
1642,84,86,29,14,41,1
1643,1441,117,29,14,1613,2
1645,169,101,32,36,1845,1
1646,84,12,49,14,6153,1
1648,169,103,29,11,5917,2
1650,34,19,7,36,87,4
1651,1915,2,30,36,9394,2
1652,379,119,32,28,4595,1
1653,1370,118,29,14,4602,1
1654,35,107,7,36,8336,3
1655,1195,133,29,25,7884,3
1656,84,2,49,13,3275,2
1657,715,134,29,14,14363,4
1658,84,110,49,22,8094,2
1659,2213,101,36,31,5374,2
1660,37,112,29,14,6368,1
1661,40,111,29,23,8321,0
1662,37,133,29,39,1770,3
1666,263,112,8,29,13931,3
1667,84,104,49,14,6181,2
1668,40,88,29,23,8322,0
1669,37,101,58,12,6436,1
1670,7,127,5,0,7252,4
1672,2086,102,48,38,11377,2
1673,409,48,49,36,8533,2
1674,260,101,8,29,2027,1
1675,295,112,29,14,8676,2
1676,277,104,29,17,13189,2
1677,1196,10,49,19,7147,1
1678,82,112,29,14,10333,2
1679,1196,109,32,14,12180,4
1680,84,112,49,17,10375,2
1681,84,109,29,14,5635,2
1686,84,2,7,29,14750,1
1687,1808,85,38,14,12185,0
1688,1291,127,29,13,9070,1
1689,35,9,29,24,7564,1
1691,1777,9,8,14,6193,1
1692,1752,133,29,11,9935,4
1693,260,86,29,10,10273,2
1694,37,110,55,25,3346,3
1695,84,85,49,5,4841,2
1696,37,86,32,24,9765,3
1697,1248,102,29,14,12142,1
1699,37,120,49,14,1146,2
1701,37,111,29,14,6861,2
1702,169,141,19,36,10021,2
1703,1660,133,5,36,11025,1
1704,88,8,32,11,13397,4
1705,84,118,49,14,44,2
1706,166,5,19,11,7164,1
1707,40,112,29,14,10407,1
1708,40,111,29,23,5110,3
1710,84,102,29,17,12001,3
1712,1777,11,8,14,2057,1
1713,40,24,57,35,4706,0
1714,84,108,29,17,10366,1
1717,1752,116,29,11,9959,1
1719,1303,9,29,32,14840,2
1720,296,11,49,11,8368,1
1721,84,111,29,17,11066,2
1722,1752,116,29,17,11059,4
1723,1777,86,29,17,10519,1
1725,1265,29,29,39,2706,2
1726,35,111,29,14,13987,2
1727,1923,103,29,14,5304,4
1728,84,112,29,17,11998,1
1730,1538,103,29,27,1593,2
1731,1209,86,32,25,9319,0
1732,846,86,0,0,2240,2
1733,263,87,58,44,12762,2
1734,2034,2,29,14,11929,4
1735,84,102,49,21,548,2
1736,169,101,32,32,5157,1
1737,1794,132,32,43,10209,4
1738,1248,120,29,14,11738,1
1739,1472,103,34,14,3333,4
1740,84,2,32,30,857,2
1741,395,85,32,14,4582,1
1742,2084,5,23,35,3399,4
1743,263,85,54,36,4354,1
1744,84,110,49,17,10482,1
1745,33,3,55,36,5317,2
1747,37,104,29,16,1917,0
1748,84,9,51,5,4818,3
1750,1929,108,38,18,14509,1
1751,262,5,16,42,14487,3
1752,44,112,8,10,10074,1
1753,1455,9,32,40,114,2
1754,537,88,8,36,14277,1
1755,1994,102,8,14,1636,1
1756,2018,116,29,24,11376,3
1757,704,125,54,0,1656,1
1758,44,3,56,42,8338,4
1759,1994,16,13,14,11355,3
1760,675,133,29,23,11432,1
1761,1559,111,5,6,1313,4
1762,701,18,29,36,4342,2
1763,44,112,5,35,12672,4
1764,718,9,29,11,4984,2
1765,44,64,32,11,14535,4
1766,2036,1,49,11,5657,2
1767,70,111,57,9,4319,4
1768,537,1,7,29,5463,1
1769,1994,104,29,14,6191,4
1770,537,112,57,8,12866,3
1771,701,119,8,11,12832,1
1772,714,9,29,29,504,4
1773,44,123,29,14,8055,1
1774,44,19,8,1,9227,2
1775,44,12,8,10,1945,1
1776,714,9,8,14,1638,1
1777,44,109,29,32,14297,2
1778,2042,101,54,21,14156,2
1780,44,102,32,14,7565,1
1781,44,109,37,36,287,2
1782,718,116,29,36,2371,4
1783,714,112,40,29,4807,3
1784,537,11,7,29,5394,3
1785,1994,60,13,6,7701,2
1786,854,87,8,0,3010,2
1787,44,111,29,22,5283,3
1788,168,135,5,36,3204,2
1789,714,9,31,29,9303,4
1790,44,2,29,13,13683,1
1791,1994,136,29,27,6682,4
1793,70,9,8,36,10079,3
1795,70,12,8,39,2790,1
1796,44,87,5,40,3877,1
1797,675,86,40,29,8573,2
1798,1994,112,29,14,5583,2
1799,44,5,7,29,4805,4
1800,44,101,57,32,10557,1
1801,70,101,29,14,1734,2
1802,262,5,7,29,4501,1
1803,537,86,29,14,8299,4
1804,1559,111,5,6,1312,2
1805,675,11,29,32,15318,4
1806,44,22,29,36,5162,2
1807,44,2,49,39,10197,1
1808,262,5,16,42,8267,4
1810,537,8,28,13,15331,3
1811,718,86,29,32,7586,2
1812,116,88,8,0,10044,4
1813,1007,10,44,35,9727,3
1814,44,118,29,26,13272,2
1815,718,104,29,32,5645,2
1816,645,3,49,11,4994,2
1817,2005,127,40,29,2649,2
1818,44,4,7,29,2870,2
1819,675,117,13,6,3868,1
1820,2018,101,29,14,7137,4
1821,537,118,29,14,9415,4
1822,44,10,32,36,4193,3
1823,537,10,49,0,5259,3
1824,791,84,29,7,11117,3
1825,44,3,32,36,14356,4
1826,44,9,19,29,2877,4
1827,1182,3,29,28,10590,1
1828,44,127,8,0,8329,2
1830,2018,86,29,14,6204,2
1831,609,86,38,36,770,4
1832,714,8,54,29,5079,1
1834,1994,124,56,14,9545,2
1835,861,87,8,0,1111,1
1836,262,5,16,42,14487,2
1837,44,57,29,14,11548,4
1838,70,112,28,14,8621,4
1839,44,104,50,36,10260,2
1840,44,5,7,29,2916,1
1841,105,84,49,0,1996,2
1842,1994,117,29,22,7455,1
1843,44,25,31,10,7431,2
1844,1994,117,32,28,3848,1
1845,2018,86,29,14,183,2
1846,718,85,8,36,6096,1
1847,44,3,18,29,2871,1
1848,704,9,8,0,1635,3
1849,51,12,16,42,14487,1
1850,675,88,58,36,4145,1
1851,675,88,29,30,2632,3
1852,675,136,29,14,6009,4
1853,675,112,29,14,1967,3
1854,675,88,29,14,10601,1
1855,675,88,29,32,7614,1
1856,675,103,29,38,6548,3
1857,701,88,34,39,11683,3
1858,2156,3,29,5,4822,3
1859,675,3,29,14,10601,1
1860,701,3,8,36,10849,1
1861,714,8,29,36,13785,4
1862,701,85,1,36,10849,1
1863,2257,120,38,33,1177,2
1864,537,103,29,14,2435,1
1865,44,10,15,42,12510,3
1866,44,112,52,18,8481,2
1867,2005,86,32,14,1734,2
1868,2018,109,30,6,11297,4
1869,44,112,44,35,14824,2
1870,701,135,29,40,12542,2
1872,44,11,29,14,13745,3
1873,1994,100,8,14,12105,1
1874,537,112,29,24,7562,4
1875,2018,86,54,14,4829,1
1876,2018,107,29,14,2991,1
1877,537,10,5,36,1533,2
1878,44,111,52,18,6465,1
1879,44,3,17,38,3754,1
1880,1994,112,29,22,5948,4
1881,44,2,18,8,4229,1
1882,44,86,44,33,55,1
1883,1994,85,29,27,557,1
1884,833,8,38,6,10199,1
1885,44,111,29,23,10443,1
1886,44,3,44,6,9833,0
1887,537,104,5,36,11003,3
1888,70,103,29,14,11,1
1889,1994,115,29,23,1478,2
1890,44,102,2,36,8897,1
1891,44,104,29,23,8275,1
1892,44,101,28,36,1308,1
1893,44,104,29,14,4857,2
1894,2176,2,38,29,4505,4
1895,537,9,28,22,6074,2
1896,44,117,29,14,10380,3
1897,675,100,7,29,13483,2
1898,1994,37,29,14,836,2
1899,537,110,29,14,462,2
1900,44,142,29,17,10655,1
1901,675,88,29,36,1835,4
1902,2018,116,13,14,13289,2
1903,1994,110,8,14,1757,0
1904,44,117,29,23,8644,2
1905,714,86,29,27,12185,0
1906,1176,1,38,33,3907,1
1907,44,88,44,31,4776,2
1908,44,3,30,35,10768,1
1909,1182,13,38,33,8146,1
1910,44,125,2,0,1357,4
1911,44,116,29,14,13747,1
1912,1994,112,8,14,14508,2
1913,537,86,29,14,8493,4
1914,1994,108,29,14,12134,3
1915,714,9,16,29,14568,1
1916,1994,133,29,23,2286,3
1917,701,101,54,15,1541,1
1918,1994,116,29,17,13538,2
1919,44,86,42,36,8547,2
1920,1648,111,29,25,6178,3
1921,44,85,49,11,5053,1
1922,44,110,29,14,6267,1
1923,2018,86,29,14,669,2
1924,537,139,0,0,324,3
1925,537,4,5,6,3223,1
1926,2018,111,49,14,12857,1
1927,44,1,7,29,7770,2
1928,44,102,29,14,255,1
1929,44,110,29,14,8527,3
1930,44,101,29,23,14644,2
1931,1994,62,29,14,9222,3
1932,44,120,52,18,9069,4
1933,1994,117,8,23,4274,4
1934,44,88,12,36,14450,1
1935,2018,101,29,29,2857,1
1936,537,139,29,11,5040,3
1937,1994,103,29,14,6220,4
1938,44,4,2,29,11068,2
1939,44,102,29,13,8103,0
1940,44,12,44,36,9036,4
1941,537,88,8,36,1677,1
1942,675,88,29,32,2932,0
1943,44,111,8,36,10030,1
1944,714,120,43,5,13340,3
1945,44,118,29,22,12430,1
1946,44,111,29,14,10381,3
1947,718,84,29,11,10738,3
1948,44,88,31,10,10147,3
1949,675,88,7,29,14207,2
1950,1006,107,7,33,10178,2
1951,537,103,29,17,10333,2
1952,44,104,52,18,2955,1
1953,714,101,29,28,2100,2
1954,1020,133,44,33,13955,1
1955,2018,86,29,17,10410,4
1956,1054,10,49,11,9922,2
1957,704,8,32,36,7733,2
1958,831,105,29,14,13485,2
1959,701,88,29,36,2720,4
1960,675,11,44,32,7164,2
1961,44,104,2,14,12710,0
1962,2018,84,8,6,3826,1
1963,70,10,16,0,1250,4
1964,2018,132,29,14,6127,1
1965,537,3,29,6,9833,2
1966,1994,110,29,24,9684,2
1967,70,117,29,14,3117,1
1968,262,116,29,14,12775,2
1969,44,88,44,35,9670,4
1970,537,3,5,35,6564,2
1971,701,15,29,11,5045,2
1972,537,139,13,38,11253,4
1973,714,142,29,23,9401,2
1974,675,120,29,0,4424,1
1975,701,100,29,27,11048,4
1976,2018,3,29,14,12973,4
1977,971,101,49,0,4389,3
1978,537,3,17,38,13170,3
1979,70,12,7,29,144,0
1980,44,111,29,14,10696,4
1981,1266,5,8,10,8224,1
1982,1994,115,49,21,557,2
1983,1994,136,29,14,709,1
1984,1994,102,16,42,1182,3
1986,1994,19,29,29,3329,2
1987,675,117,44,33,9878,2
1988,2018,101,29,18,170,1
1989,44,111,29,14,15005,2
1990,714,125,14,18,698,4
1991,1994,101,29,14,9649,4
1992,537,109,29,14,6250,1
1994,2014,104,29,14,9198,4
1996,44,85,29,14,6416,1
1997,44,86,44,35,9033,1
1998,44,127,44,11,2415,1
1999,44,48,57,0,762,4
2000,1994,109,16,42,1029,1
2001,2018,86,29,14,7959,0
2002,111,19,17,0,5167,0
2003,714,86,29,14,2671,4
2004,1994,110,29,27,12551,1
2005,2018,2,19,14,3515,1
2006,44,102,29,14,6310,4
2007,44,132,29,14,11465,3
2008,1994,88,29,14,13295,2
2009,537,3,5,35,10768,4
2010,2018,116,14,6,2017,3
2011,1994,110,29,14,4893,0
2012,1994,108,29,14,685,1
2013,44,108,2,40,4067,1
2014,44,101,29,14,5922,1
2015,1994,103,29,13,8012,2
2016,1994,116,29,14,9489,4
2017,1994,109,16,42,1018,2
2018,675,102,29,18,2016,3
2020,714,102,29,30,2587,3
2021,2018,88,29,14,130,2
2022,44,86,44,35,56,4
2023,44,86,29,14,6329,3
2025,1994,88,29,24,9728,1
2026,1994,17,16,42,9452,2
2027,1994,110,29,14,11048,4
2028,2005,117,29,0,4377,4
2029,44,104,29,32,13446,2
2030,44,88,8,36,1871,2
2031,1994,140,29,17,13539,4
2032,537,139,5,35,9790,4
2033,537,102,8,16,12461,2
2034,665,125,2,0,4368,4
2035,537,110,29,14,9152,4
2036,675,123,7,10,2438,2
2037,718,88,29,36,1890,4
2038,537,3,28,13,7707,2
2039,44,104,52,18,498,2
2040,44,3,7,14,5791,1
2041,2013,101,29,13,13675,1
2042,44,108,29,14,9743,0
2043,1994,17,16,42,9456,3
2044,1994,88,32,27,13277,4
2045,2018,86,29,14,1365,2
2046,1994,109,16,42,1022,1
2047,44,104,29,14,7864,1
2048,2018,110,29,14,13989,2
2049,44,1,7,29,7770,4
2050,44,101,29,14,13803,2
2051,1168,104,38,33,13045,2
2052,2018,112,29,14,3115,1
2053,44,3,5,35,9429,3
2054,44,5,49,11,5659,0
2055,2018,101,29,14,6484,4
2056,44,104,44,6,146,2
2057,44,10,12,5,6325,2
2058,714,22,44,29,11946,2
2059,714,84,29,13,8082,2
2060,373,85,38,33,7159,1
2061,2018,86,29,17,10466,4
2062,44,120,34,29,7520,2
2063,44,111,29,14,3284,4
2064,1994,135,29,18,11302,3
2065,1994,133,29,14,5644,1
2066,44,117,29,14,11423,0
2067,44,1,7,29,7770,4
2068,44,115,29,14,6,2
2069,979,86,29,0,4378,4
2070,1994,101,29,14,11462,3
2071,1994,62,8,14,14536,3
2072,44,57,29,14,5181,2
2073,44,112,28,14,5830,3
2074,1994,125,29,24,11837,2
2075,44,109,29,14,8722,2
2076,44,12,7,29,14281,0
2077,690,101,16,42,13413,1
2078,1994,88,29,14,2987,1
2079,675,112,29,6,4638,1
2080,44,112,29,23,10698,2
2081,44,103,29,14,1978,1
2082,714,3,32,28,6868,2
2083,44,85,29,14,8485,1
2084,1994,108,29,14,685,4
2085,1994,115,29,24,4621,2
2086,537,9,38,33,2156,4
2087,2018,101,29,14,11627,1
2088,675,19,5,35,9545,1
2089,44,88,8,36,1726,2
2090,2018,101,29,14,3551,1
2092,44,5,29,14,6206,4
2093,714,3,29,29,13678,3
2094,1628,9,27,38,5099,4
2095,44,123,29,23,10410,1
2096,2176,2,38,29,13910,2
2097,1994,87,29,24,12273,3
2098,537,104,29,14,7692,4
2099,44,112,28,14,5832,1
2100,1994,86,29,27,12399,2
2101,1994,116,14,18,697,2
2102,44,66,29,14,3896,1
2103,537,19,29,23,3493,2
2104,705,88,29,36,1512,2
2105,701,101,38,11,5067,1
2106,537,87,29,17,10347,1
2107,44,125,5,38,11589,3
2108,1994,116,29,14,7085,1
2109,2018,85,54,14,10297,1
2110,44,104,29,14,11063,0
2111,44,112,28,14,5831,2
2112,1994,37,29,14,9258,1
2113,537,3,5,35,859,2
2114,1994,125,29,14,686,1
2115,44,111,29,14,10485,2
2116,1994,109,29,14,10099,2
2117,714,9,16,0,8232,2
2118,2018,104,29,14,6305,4
2119,701,104,29,14,3097,4
2120,44,11,44,35,52,1
2121,44,11,7,29,13746,1
2122,44,109,2,36,8914,2
2123,701,116,29,11,4986,1
2124,44,86,7,29,1845,2
2125,537,139,28,13,13228,4
2126,44,104,29,14,7866,2
2127,44,5,49,11,14696,2
2128,537,3,18,8,4229,1
2129,831,123,29,29,1911,1
2130,2018,112,29,14,11870,3
2131,1994,17,16,42,9454,3
2132,1994,115,29,14,700,1
2133,714,102,16,29,3007,1
2134,44,12,8,36,8590,2
2135,44,104,52,18,9069,2
2136,44,19,44,35,9716,3
2137,262,11,38,33,13806,4
2138,44,18,5,36,10014,1
2139,714,100,29,29,9733,4
2140,831,116,29,32,841,4
2141,714,86,29,30,13441,3
2142,2005,104,29,26,12635,2
2143,2018,86,54,14,15051,2
2144,44,43,29,14,14985,1
2145,2018,87,30,6,11297,2
2146,44,85,29,25,3781,2
2147,1648,86,29,25,6432,3
2148,2018,88,29,14,14923,1
2149,1994,123,29,14,685,2
2150,44,68,29,14,6911,1
2151,2018,101,29,22,3850,4
2152,44,85,8,36,8019,1
2153,537,87,29,14,7137,0
2154,44,102,29,14,29,4
2155,44,119,29,14,1375,1
2156,44,88,44,35,9759,1
2157,1072,86,44,33,9679,0
2159,44,117,29,23,14112,1
2160,1994,112,29,27,11736,1
2161,1994,102,29,14,15223,3
2162,44,120,8,36,173,2
2163,44,125,29,23,13664,4
2164,2018,86,29,24,9683,3
2165,1994,109,16,42,1021,1
2166,1994,109,16,42,1026,4
2167,714,86,54,0,4118,1
2168,44,103,2,40,12717,1
2169,2018,101,29,14,5090,0
2170,1994,135,29,14,12134,4
2171,2018,116,29,26,5543,3
2172,537,11,29,29,14834,4
2173,44,12,2,32,1292,2
2174,1994,125,29,14,12135,2
2175,1003,5,38,29,7770,1
2176,1994,86,29,14,12663,2
2177,70,103,29,14,13991,2
2178,1994,116,29,14,12134,2
2179,537,3,18,36,9633,4
2180,44,119,29,14,10710,2
2181,44,68,44,35,9128,4
2182,1994,108,29,14,685,2
2183,1994,111,29,14,12798,2
2184,44,11,7,29,2471,3
2185,44,125,5,11,5040,2
2186,2018,86,29,24,9683,4
2187,1115,127,2,35,12733,4
2188,714,123,29,29,13008,2
2189,44,8,2,7,4567,2
2190,537,9,29,14,14789,0
2191,1994,112,29,14,13302,1
2192,537,87,6,6,436,3
2193,2156,88,29,35,5986,4
2194,1994,140,52,14,2164,0
2195,44,86,29,14,14986,3
2196,2214,10,36,31,4007,2
2197,44,8,29,29,8307,2
2198,2018,88,29,14,2799,1
2199,718,3,29,36,1807,1
2200,2054,0,38,33,15089,2
2201,44,11,49,11,14425,2
2202,1994,108,29,14,12134,0
2203,2018,10,29,14,7129,2
2204,714,110,29,29,13504,3
2205,714,112,54,7,4151,1
2206,1994,108,29,14,12134,1
2207,1994,116,29,14,12282,3
2208,1994,102,16,42,1181,2
2209,704,116,44,0,12769,4
2210,2018,101,29,24,7938,1
2211,1994,124,29,14,7105,2
2212,44,120,29,14,8667,0
2213,1994,84,54,17,10453,2
2214,714,112,1,30,2596,1
2215,1994,133,29,17,13539,1
2216,1994,125,29,14,14543,2
2217,537,88,28,36,764,2
2218,2018,9,29,18,166,3
2219,44,88,29,23,10505,2
2220,1994,108,29,17,13537,2
2221,44,119,29,14,9009,2
2222,1994,8,31,14,8823,0
2223,44,103,29,14,8678,2
2224,262,86,38,33,13858,1
2225,714,16,29,18,3423,2
2226,44,109,19,0,11248,2
2227,537,86,49,11,6451,1
2228,1988,110,29,14,9246,1
2229,44,1,7,29,7770,1
2230,1994,88,30,22,8082,4
2231,44,1,7,29,7770,2
2232,44,102,29,23,14961,3
2233,990,86,16,42,9179,0
2234,1994,109,16,42,1024,3
2235,44,111,8,10,1658,4
2236,1994,136,8,14,12140,2
2237,2018,85,8,14,11451,1
2238,44,103,29,14,8082,1
2239,839,100,49,40,4789,1
2240,2018,132,29,29,11599,3
2241,44,88,44,35,9291,2
2242,44,104,8,36,10063,2
2243,44,11,7,29,7828,2
2244,2018,101,29,5,6746,2
2245,44,11,44,35,53,1
2246,1648,101,29,24,4796,4
2247,44,142,44,35,9664,1
2248,1994,17,16,42,9459,1
2249,537,111,29,14,14344,2
2250,44,11,13,38,13170,4
2251,44,127,29,14,11054,1
2252,675,88,49,2,15239,4
2253,2018,86,29,18,11303,0
2254,1994,108,29,14,12134,2
2255,714,86,58,44,13947,0
2256,2259,116,38,43,2452,3
2257,44,119,29,14,3320,3
2258,537,87,28,22,8380,3
2259,70,110,29,14,8737,4
2261,1337,135,8,10,12536,4
2262,1994,124,16,42,1185,0
2263,44,102,29,14,1411,2
2264,714,101,52,13,7835,1
2265,44,112,44,31,4778,2
2266,1994,116,29,17,13538,2
2267,2018,9,29,14,684,1
2268,1994,104,58,14,11622,1
2269,1994,101,29,14,12255,1
2270,701,110,29,36,1845,4
2271,1994,108,29,14,12134,1
2272,675,111,29,17,11061,2
2274,537,87,29,0,2743,3
2275,44,88,44,35,9673,3
2276,976,107,32,11,6628,3
2277,1994,104,29,29,11053,1
2278,44,88,44,35,7149,1
2279,963,103,42,0,7381,2
2280,44,125,29,14,15036,2
2281,44,84,2,36,12745,1
2282,2018,84,29,14,7833,2
2283,44,124,8,10,10088,4
2284,2267,5,14,36,793,2
2285,44,5,8,10,899,4
2286,537,139,29,14,11793,2
2287,537,87,5,35,8910,2
2288,44,2,17,35,859,2
2289,831,84,29,29,10786,1
2290,2018,85,29,22,13120,2
2291,44,120,29,14,13868,1
2292,701,104,31,10,13817,4
2293,44,11,28,13,3282,2
2294,537,103,29,14,13999,1
2295,714,101,29,42,3904,1
2296,537,3,29,36,10868,0
2297,675,102,29,11,11181,0
2298,44,104,52,18,495,4
